YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLRSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2015,1,13,10,551.11,0.71,588.4,0.11,56.68,234.62,253.17,29.41,0.64,3.2,11.92,-2.42,4.75,4.03,37.56,0.0,81.5,1.9,235.39
2015,1,13,11,673.1,0.76,688.48,0.11,51.06,287.9,296.83,36.96,0.94,4.75,13.16,-1.4,5.88,4.33,37.25,0.0,81.43,3.21,218.68
2015,1,13,12,705.66,0.77,718.23,0.11,49.2,303.0,309.62,39.09,1.03,5.27,13.79,-0.5,6.65,4.58,38.06,0.0,81.32,3.55,212.33
2015,1,13,13,682.38,0.78,677.17,0.12,51.52,290.7,291.3,36.88,0.91,4.6,13.9,0.03,6.97,4.76,39.12,0.0,81.24,3.6,210.69
2015,1,13,14,540.21,0.71,567.1,0.11,57.52,229.3,242.98,28.52,0.61,3.05,13.58,0.3,6.94,4.88,40.69,0.0,81.19,3.3,211.55
2015,1,13,15,368.59,0.65,387.98,0.07,66.18,153.65,162.6,18.02,0.28,1.38,12.76,0.46,6.62,4.94,43.31,0.0,81.15,2.74,210.88
2015,1,13,16,174.76,0.54,176.9,0.14,76.61,67.8,70.02,7.72,0.05,0.27,11.04,1.98,6.51,5.55,54.69,0.0,81.12,1.83,208.65
2015,1,13,17,23.23,0.37,19.05,0.12,87.44,7.48,7.42,0.95,0.0,0.02,8.45,1.09,4.77,5.19,60.81,0.0,81.13,0.87,216.25
2015,1,13,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,7.4,-0.04,3.68,4.7,59.75,0.0,81.16,0.68,19.48
2015,1,13,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.26,-0.1,3.08,4.7,64.38,0.0,81.19,1.39,30.3
2015,1,13,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.05,-0.4,2.83,4.58,63.81,0.0,81.22,1.44,33.52
2015,1,13,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.47,-0.81,2.83,4.46,60.19,0.0,81.24,1.23,32.78
2015,1,13,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.51,-1.11,2.7,4.39,58.69,0.0,81.24,1.06,25.25
2015,1,13,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.14,-1.34,2.4,4.27,59.31,0.0,81.22,1.07,21.49
2015,1,14,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.5,-1.49,2.01,4.27,61.31,0.0,81.2,1.14,24.64
2015,1,14,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.19,-1.64,1.77,4.21,62.0,0.0,81.2,1.29,28.28
2015,1,14,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.04,-1.77,1.63,4.15,61.94,0.0,81.18,1.44,29.63
2015,1,14,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.69,-1.93,1.38,4.09,62.75,0.0,81.14,1.56,34.01
2015,1,14,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.48,-2.05,1.22,4.09,63.06,0.0,81.12,1.65,37.52
2015,1,14,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.28,-2.15,1.07,4.03,63.44,0.0,81.14,1.75,37.74
2015,1,14,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.05,-2.26,0.89,4.03,63.88,0.0,81.18,1.87,38.21
2015,1,14,7,38.94,0.45,37.8,0.14,86.47,13.0,13.83,1.48,0.01,0.02,4.38,-2.05,1.17,4.09,63.44,0.0,81.22,1.94,38.62
2015,1,14,8,234.14,0.66,234.23,0.14,75.32,94.6,96.45,10.03,0.07,0.33,7.79,1.92,4.86,5.55,68.62,0.0,81.28,1.53,42.31
2015,1,14,9,432.23,0.73,443.58,0.11,65.03,181.73,189.0,21.42,0.3,1.48,11.51,-0.42,5.54,4.7,45.19,0.0,81.36,0.49,76.18
2015,1,14,10,589.87,0.76,602.67,0.11,56.58,250.25,258.45,31.45,0.61,3.02,13.37,-1.38,6.0,4.39,37.38,0.0,81.4,1.35,197.81
2015,1,14,11,679.44,0.77,701.42,0.11,50.92,289.67,301.5,37.35,0.85,4.23,14.17,-1.74,6.22,4.27,34.38,0.0,81.37,2.39,209.42
2015,1,14,12,724.88,0.79,724.75,0.13,49.03,310.8,311.98,39.93,0.95,4.67,14.4,-1.39,6.51,4.39,34.75,0.0,81.3,2.89,214.21
2015,1,14,13,664.9,0.76,681.83,0.1,51.34,283.4,293.08,36.18,0.81,4.05,14.23,-1.21,6.51,4.46,35.62,0.0,81.24,2.99,216.39
2015,1,14,14,536.05,0.7,572.25,0.1,57.32,228.15,245.25,28.45,0.55,2.7,13.72,-1.17,6.27,4.46,37.0,0.0,81.2,2.82,219.16
2015,1,14,15,378.76,0.66,405.55,0.09,66.0,159.95,172.35,18.79,0.25,1.25,12.8,-1.1,5.85,4.52,39.75,0.0,81.18,2.54,223.88
2015,1,14,16,195.2,0.59,202.02,0.14,76.44,79.1,83.42,8.54,0.05,0.25,11.04,0.61,5.83,5.19,51.44,0.0,81.18,1.86,226.19
2015,1,14,17,26.97,0.41,23.6,0.13,87.33,8.75,8.88,1.08,0.0,0.02,8.16,0.59,4.38,5.13,61.81,0.0,81.19,0.87,242.74
2015,1,14,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.62,-0.54,3.05,4.7,62.81,0.0,81.22,0.82,0.0
2015,1,14,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.83,-1.24,2.29,4.52,63.44,0.0,81.23,1.43,18.43
2015,1,14,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.53,-2.37,1.58,4.15,60.12,0.0,81.24,1.49,19.96
2015,1,14,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.49,-3.75,0.87,3.85,55.25,0.0,81.25,1.35,16.76
2015,1,14,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.21,-4.78,0.21,3.54,52.44,0.0,81.25,1.23,10.24
2015,1,14,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.87,-5.54,-0.34,3.36,50.62,0.0,81.22,1.14,6.3
2015,1,15,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.55,-6.19,-0.82,3.17,48.88,0.0,81.19,1.06,11.06
2015,1,15,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.25,-6.6,-1.18,3.05,47.56,0.0,81.17,1.06,20.31
2015,1,15,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.05,-6.95,-1.45,2.93,46.38,0.0,81.14,1.08,29.34
2015,1,15,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.83,-7.2,-1.68,2.81,45.56,0.0,81.1,1.14,34.67
2015,1,15,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.4,-7.33,-1.97,2.75,45.94,0.0,81.1,1.16,38.18
2015,1,15,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.34,-7.68,-2.17,2.62,44.44,0.0,81.14,1.26,39.71
2015,1,15,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.23,-8.14,-2.45,2.56,42.94,0.0,81.21,1.38,36.74
2015,1,15,7,34.98,0.4,34.0,0.12,86.45,12.27,12.9,1.5,0.01,0.02,3.52,-7.49,-1.99,2.69,44.44,0.0,81.29,1.56,34.57
2015,1,15,8,228.94,0.64,226.42,0.12,75.28,93.67,94.55,9.92,0.06,0.3,6.34,-2.2,2.07,4.21,57.44,0.0,81.35,1.4,40.46
2015,1,15,9,429.99,0.72,427.77,0.12,64.95,180.6,182.35,21.09,0.27,1.35,9.87,-4.85,2.51,3.42,36.56,0.0,81.42,1.13,96.34
2015,1,15,10,589.26,0.76,588.25,0.12,56.48,249.88,252.38,31.07,0.56,2.8,11.55,-3.79,3.88,3.72,35.62,0.0,81.43,2.1,152.96
2015,1,15,11,685.54,0.77,687.6,0.12,50.77,293.0,295.8,37.37,0.8,3.95,12.45,-2.88,4.79,3.97,35.69,0.0,81.37,2.91,171.2
2015,1,15,12,718.56,0.77,724.83,0.12,48.85,309.3,313.48,39.95,0.9,4.45,12.9,-1.84,5.53,4.21,37.12,0.0,81.3,3.44,182.21
2015,1,15,13,682.82,0.77,683.5,0.12,51.14,292.67,295.58,37.32,0.79,3.9,12.94,-0.96,5.98,4.52,39.25,0.0,81.25,3.56,189.48
2015,1,15,14,536.09,0.7,575.02,0.11,57.12,229.95,248.27,28.84,0.52,2.58,12.52,-0.3,6.11,4.7,42.19,0.0,81.23,3.19,193.73
2015,1,15,15,359.31,0.62,409.27,0.1,65.81,151.77,175.58,18.12,0.23,1.12,11.76,0.0,5.88,4.82,45.19,0.0,81.2,2.61,194.53
2015,1,15,16,185.6,0.55,205.7,0.14,76.26,76.05,86.0,8.59,0.05,0.25,10.34,1.36,5.85,5.37,55.69,0.0,81.17,1.92,195.79
2015,1,15,17,27.67,0.41,24.9,0.13,87.22,9.02,9.45,1.09,0.0,0.02,7.69,1.39,4.54,5.37,66.69,0.0,81.17,1.14,204.28
2015,1,15,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.83,0.32,3.58,4.94,64.62,0.0,81.22,0.16,337.17
2015,1,15,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.63,0.15,2.89,4.82,69.31,0.0,81.27,1.21,26.57
2015,1,15,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.97,-0.45,2.26,4.64,69.56,0.0,81.3,1.69,34.06
2015,1,15,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.66,-1.39,1.64,4.33,66.44,0.0,81.32,1.8,36.72
2015,1,15,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.52,-2.31,1.11,4.09,62.81,0.0,81.34,1.79,35.42
2015,1,15,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.32,-3.06,0.62,3.85,60.0,0.0,81.32,1.78,31.53
2015,1,16,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.04,-3.74,0.15,3.6,57.88,0.0,81.28,1.81,28.12
2015,1,16,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.65,-4.35,-0.35,3.42,56.5,0.0,81.26,1.9,26.67
2015,1,16,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.14,-5.04,-0.95,3.23,55.44,0.0,81.22,2.05,26.27
2015,1,16,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.7,-5.91,-1.6,3.05,53.38,0.0,81.18,2.14,26.47
2015,1,16,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.4,-6.89,-2.24,2.81,50.38,0.0,81.16,2.14,25.72
2015,1,16,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.06,-7.88,-2.92,2.56,47.69,0.0,81.2,2.22,24.58
2015,1,16,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.79,-8.99,-3.6,2.38,44.44,0.0,81.25,2.27,22.86
2015,1,16,7,37.14,0.42,35.45,0.14,86.43,12.5,13.15,1.45,0.01,0.02,2.26,-8.93,-3.34,2.38,43.5,0.0,81.3,2.2,20.56
2015,1,16,8,228.7,0.64,229.7,0.14,75.23,93.3,95.52,9.84,0.05,0.25,5.96,-3.7,1.13,3.78,52.88,0.0,81.37,1.7,19.27
2015,1,16,9,419.09,0.7,432.17,0.1,64.88,176.48,184.38,20.72,0.23,1.17,9.58,-7.31,1.14,2.75,30.31,0.0,81.44,0.54,64.18
2015,1,16,10,578.05,0.74,593.02,0.11,56.36,246.08,255.02,30.7,0.49,2.48,11.09,-6.23,2.44,3.05,30.0,0.0,81.46,1.48,166.91
2015,1,16,11,648.27,0.73,694.23,0.12,50.62,277.88,299.5,35.7,0.69,3.38,11.94,-5.21,3.37,3.3,30.5,0.0,81.41,2.27,180.59
2015,1,16,12,665.13,0.72,709.75,0.1,48.66,284.65,303.98,36.52,0.74,3.65,12.37,-4.31,4.03,3.48,31.69,0.0,81.33,2.67,189.1
2015,1,16,13,581.73,0.66,672.48,0.1,50.94,249.4,287.38,32.16,0.62,3.08,12.43,-3.67,4.37,3.66,33.12,0.0,81.27,2.73,194.23
2015,1,16,14,492.48,0.64,566.73,0.09,56.93,207.45,241.27,26.08,0.42,2.1,12.11,-3.33,4.39,3.78,34.69,0.0,81.21,2.42,197.5
2015,1,16,15,318.55,0.55,401.15,0.09,65.62,133.33,169.55,16.23,0.18,0.9,11.37,-3.29,4.04,3.78,36.56,0.0,81.17,1.96,200.74
2015,1,16,16,171.8,0.51,199.73,0.14,76.09,69.77,82.1,7.88,0.04,0.17,9.91,-2.02,3.94,4.27,45.31,0.0,81.13,1.46,206.98
2015,1,16,17,24.73,0.35,24.25,0.12,87.1,7.98,9.2,1.01,0.0,0.02,7.17,-1.49,2.84,4.46,56.81,0.0,81.13,0.87,237.45
2015,1,16,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.55,-2.31,1.62,4.15,59.12,0.0,81.15,0.83,333.19
2015,1,16,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.51,-2.79,0.86,3.97,61.62,0.0,81.18,1.41,0.63
2015,1,16,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.93,-3.93,0.0,3.66,59.25,0.0,81.21,1.63,8.29
2015,1,16,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.5,-5.13,-0.82,3.36,55.88,0.0,81.22,1.68,14.3
2015,1,16,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.19,-6.29,-1.55,3.05,52.12,0.0,81.21,1.72,16.95
2015,1,16,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.0,-7.45,-2.23,2.81,47.88,0.0,81.18,1.75,15.52
2015,1,17,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.51,-8.45,-2.96,2.56,45.5,0.0,81.16,1.82,12.66
2015,1,17,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.88,-9.24,-3.67,2.38,44.44,0.0,81.15,1.98,10.02
2015,1,17,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.46,-10.02,-4.28,2.2,42.56,0.0,81.12,2.19,8.42
2015,1,17,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.85,-10.77,-4.95,2.08,41.44,0.0,81.08,2.38,9.65
2015,1,17,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.23,-11.39,-5.59,1.95,40.69,0.0,81.05,2.58,11.51
2015,1,17,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.37,-11.88,-6.13,1.83,40.5,0.0,81.08,2.77,12.55
2015,1,17,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.02,-12.12,-6.57,1.77,41.75,0.0,81.14,2.97,14.15
2015,1,17,7,35.55,0.41,35.27,0.13,86.41,12.0,13.3,1.41,0.01,0.02,-0.65,-10.61,-5.63,2.08,46.94,0.0,81.21,3.03,16.01
2015,1,17,8,196.5,0.55,228.77,0.14,75.18,81.5,95.6,9.02,0.05,0.25,3.98,-6.19,-1.1,3.11,50.25,0.0,81.28,2.95,19.2
2015,1,17,9,365.57,0.61,431.92,0.11,64.8,153.85,184.77,18.2,0.22,1.1,8.15,-8.93,-0.39,2.38,28.56,0.0,81.34,1.75,2.56
2015,1,17,10,515.27,0.66,593.77,0.11,56.23,221.3,255.67,28.16,0.49,2.45,10.87,-6.95,1.96,2.87,28.56,0.0,81.37,1.31,233.75
2015,1,17,11,547.14,0.61,695.67,0.12,50.46,234.15,300.17,30.78,0.64,3.17,11.94,-5.66,3.14,3.17,29.56,0.0,81.33,2.95,219.2
2015,1,17,12,615.84,0.66,720.08,0.11,48.48,266.3,310.0,34.74,0.75,3.73,12.26,-4.44,3.91,3.48,31.69,0.0,81.26,4.11,220.22
2015,1,17,13,583.63,0.66,675.3,0.1,50.73,249.42,289.98,31.99,0.66,3.23,12.11,-3.36,4.37,3.78,34.75,0.0,81.21,4.68,221.48
2015,1,17,14,450.47,0.59,564.83,0.09,56.73,192.55,241.45,24.72,0.44,2.15,11.56,-2.52,4.51,4.03,38.38,0.0,81.2,4.62,222.81
2015,1,17,15,300.25,0.52,398.65,0.08,65.43,125.92,168.6,15.38,0.19,0.92,10.56,-1.95,4.31,4.21,42.75,0.0,81.21,4.17,224.24
2015,1,17,16,154.84,0.45,198.8,0.14,75.91,64.05,81.52,7.51,0.04,0.2,8.89,-1.12,3.89,4.46,51.06,0.0,81.23,3.2,225.1
2015,1,17,17,25.16,0.34,24.92,0.12,86.98,8.3,9.58,1.05,0.0,0.02,5.47,0.19,2.83,4.88,70.94,0.0,81.27,1.81,227.44
2015,1,17,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.62,-0.96,1.83,4.46,68.75,0.0,81.31,0.95,256.19
2015,1,17,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.15,-1.46,1.35,4.33,68.5,0.0,81.35,0.86,340.42
2015,1,17,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.48,-2.16,0.66,4.15,68.69,0.0,81.35,1.4,5.11
2015,1,17,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.7,-3.06,-0.18,3.91,68.5,0.0,81.34,1.79,11.06
2015,1,17,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.28,-4.02,-0.87,3.66,65.88,0.0,81.3,2.04,11.91
2015,1,17,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.05,-5.03,-1.49,3.36,61.94,0.0,81.23,2.18,9.5
2015,1,18,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.67,-6.06,-2.19,3.11,58.5,0.0,81.17,2.23,4.81
2015,1,18,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.25,-7.05,-2.9,2.87,55.44,0.0,81.12,2.3,359.42
2015,1,18,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.85,-7.98,-3.56,2.62,52.56,0.0,81.08,2.47,358.37
2015,1,18,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.18,-8.81,-4.31,2.44,51.31,0.0,81.02,2.76,3.08
2015,1,18,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.58,-9.56,-5.07,2.26,51.0,0.0,80.99,3.08,8.01
2015,1,18,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.33,-10.29,-5.81,2.14,50.88,0.0,81.01,3.36,10.87
2015,1,18,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.01,-10.77,-6.38,2.08,51.62,0.0,81.06,3.6,13.67
2015,1,18,7,34.1,0.38,32.55,0.13,86.38,11.42,12.17,1.4,0.01,0.02,-1.32,-9.79,-5.56,2.26,53.56,0.0,81.11,3.71,16.38
2015,1,18,8,191.55,0.53,215.75,0.14,75.12,76.55,86.83,8.66,0.05,0.25,4.05,-6.92,-1.44,2.93,46.5,0.0,81.16,3.63,19.65
2015,1,18,9,360.91,0.6,421.27,0.08,64.7,150.62,176.42,18.09,0.23,1.15,8.42,-9.19,-0.38,2.32,27.12,0.0,81.23,2.73,12.21
2015,1,18,10,521.04,0.66,596.85,0.11,56.11,219.12,254.98,27.41,0.49,2.45,12.07,-8.27,1.9,2.5,23.44,0.0,81.27,1.38,262.83
2015,1,18,11,633.1,0.7,705.95,0.12,50.3,269.52,302.77,35.05,0.74,3.67,13.23,-6.77,3.23,2.87,24.62,0.0,81.21,2.94,232.67
2015,1,18,12,689.76,0.73,730.35,0.12,48.27,293.83,311.5,37.99,0.85,4.23,13.34,-5.13,4.1,3.3,27.75,0.0,81.14,3.79,222.58
2015,1,18,13,633.05,0.71,690.12,0.11,50.52,269.45,293.3,34.68,0.73,3.65,13.01,-4.02,4.49,3.54,30.94,0.0,81.11,4.24,218.5
2015,1,18,14,510.95,0.66,580.8,0.1,56.52,213.33,245.42,26.73,0.48,2.35,12.25,-3.21,4.51,3.78,34.56,0.0,81.1,4.09,217.86
2015,1,18,15,357.41,0.61,411.5,0.09,65.23,149.23,171.95,18.01,0.23,1.12,11.14,-2.67,4.23,3.97,38.62,0.0,81.1,3.51,219.22
2015,1,18,16,180.59,0.52,206.2,0.14,75.72,72.73,83.27,8.3,0.05,0.23,9.41,-1.69,3.87,4.27,46.94,0.0,81.1,2.62,219.06
2015,1,18,17,27.29,0.35,26.25,0.12,86.87,8.95,10.0,1.12,0.0,0.02,6.11,-0.34,2.88,4.7,64.88,0.0,81.12,1.34,224.29
2015,1,18,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.99,-1.56,1.72,4.27,63.81,0.0,81.17,0.47,307.63
2015,1,18,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.45,-1.95,1.25,4.15,64.44,0.0,81.21,0.99,10.87
2015,1,18,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.17,-2.5,0.83,3.97,63.25,0.0,81.25,1.24,17.18
2015,1,18,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.11,-3.19,0.46,3.78,60.56,0.0,81.28,1.27,14.64
2015,1,18,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.9,-3.93,-0.01,3.6,58.31,0.0,81.28,1.32,11.58
2015,1,18,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.66,-4.67,-0.5,3.42,56.25,0.0,81.25,1.44,9.97
2015,1,19,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.44,-5.39,-0.98,3.23,54.19,0.0,81.21,1.53,7.92
2015,1,19,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.91,-6.05,-1.56,3.11,53.44,0.0,81.17,1.69,3.44
2015,1,19,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.08,-6.69,-2.31,2.93,53.75,0.0,81.12,1.89,0.24
2015,1,19,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.53,-7.42,-2.94,2.75,52.5,0.0,81.08,2.12,0.63
2015,1,19,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.25,-8.25,-3.5,2.56,49.69,0.0,81.06,2.32,2.7
2015,1,19,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.86,-9.08,-4.11,2.38,47.44,0.0,81.08,2.55,4.04
2015,1,19,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.41,-9.74,-4.67,2.26,46.19,0.0,81.14,2.78,4.84
2015,1,19,7,33.98,0.38,32.58,0.13,86.34,11.48,12.33,1.41,0.01,0.02,0.93,-8.97,-4.02,2.38,47.75,0.0,81.2,2.86,6.58
2015,1,19,8,202.76,0.56,216.62,0.14,75.05,80.1,86.52,8.97,0.06,0.3,5.5,-4.6,0.45,3.54,51.0,0.0,81.26,2.69,8.53
2015,1,19,9,368.92,0.61,418.8,0.04,64.61,152.15,173.52,18.12,0.26,1.27,9.58,-6.48,1.55,2.93,32.0,0.0,81.32,1.77,344.37
2015,1,19,10,526.1,0.67,593.95,0.08,55.98,222.3,250.98,28.06,0.55,2.73,12.17,-4.54,3.82,3.48,31.88,0.0,81.35,1.93,250.61
2015,1,19,11,567.91,0.63,699.12,0.09,50.12,239.7,296.75,31.08,0.72,3.58,13.19,-3.43,4.88,3.78,32.44,0.0,81.3,3.44,230.34
2015,1,19,12,578.49,0.62,736.35,0.09,48.07,248.33,312.85,32.47,0.79,3.92,13.37,-2.44,5.47,4.03,34.25,0.0,81.22,4.29,224.34
2015,1,19,13,594.84,0.66,694.2,0.08,50.3,250.88,294.0,32.23,0.74,3.67,13.0,-1.74,5.62,4.21,36.75,0.0,81.18,4.74,222.93
2015,1,19,14,428.37,0.55,581.52,0.07,56.3,182.73,245.23,23.19,0.45,2.25,12.25,-1.31,5.47,4.33,39.75,0.0,81.17,4.43,223.5
2015,1,19,15,329.25,0.55,410.55,0.05,65.03,138.02,171.08,16.83,0.24,1.17,11.23,-1.13,5.05,4.39,43.0,0.0,81.15,3.88,224.27
2015,1,19,16,164.04,0.47,205.8,0.13,75.54,65.65,82.8,7.59,0.05,0.25,9.53,-0.8,4.37,4.52,49.31,0.0,81.15,3.17,224.2
2015,1,19,17,28.02,0.35,26.92,0.12,86.74,9.38,10.4,1.19,0.01,0.02,5.88,0.42,3.15,4.94,69.0,0.0,81.19,1.68,226.88
2015,1,19,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.77,-0.8,1.99,4.46,68.0,0.0,81.27,0.82,260.63
2015,1,19,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.42,-1.33,1.55,4.33,67.06,0.0,81.34,0.71,335.14
2015,1,19,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.12,-1.8,1.16,4.15,66.38,0.0,81.38,1.01,355.57
2015,1,19,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.87,-2.3,0.79,4.03,65.5,0.0,81.41,1.27,1.76
