YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLRSKY_SFC_SW_DWN,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2020,1,24,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.76,-4.42,-1.33,3.78,70.62,0.0,81.16,1.4,356.48
2020,1,24,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.15,-5.2,-2.03,3.54,69.62,0.0,81.19,1.91,0.23
2020,1,24,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.19,-6.06,-2.94,3.3,69.56,0.0,81.2,2.38,6.22
2020,1,24,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.78,-7.02,-3.9,3.05,69.44,0.0,81.18,2.8,11.91
2020,1,25,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.45,-8.0,-4.72,2.81,67.31,0.0,81.15,3.2,15.29
2020,1,25,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.98,-9.0,-5.49,2.56,64.31,0.0,81.13,3.58,16.46
2020,1,25,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.35,-9.92,-6.13,2.38,60.81,0.0,81.08,3.78,15.96
2020,1,25,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.13,-10.78,-6.45,2.14,54.75,0.0,81.04,3.59,15.0
2020,1,25,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.08,-11.75,-6.42,1.95,45.5,0.0,81.02,2.96,7.72
2020,1,25,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.19,-12.15,-6.17,1.89,41.06,0.0,81.03,2.46,359.09
2020,1,25,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.01,-12.4,-6.19,1.83,39.38,0.0,81.09,2.35,359.81
2020,1,25,7,33.91,0.35,30.45,0.13,86.05,11.35,11.48,1.4,0.0,0.02,0.8,-10.88,-5.03,2.08,42.38,0.0,81.15,2.31,1.35
2020,1,25,8,194.81,0.52,204.17,0.15,74.55,75.5,79.95,8.67,0.05,0.23,4.67,-4.35,0.16,3.72,56.69,0.0,81.21,2.06,358.69
2020,1,25,9,384.58,0.62,400.1,0.1,63.93,155.08,162.88,18.19,0.21,1.08,7.97,-7.17,0.4,2.81,33.94,0.0,81.26,1.63,334.17
2020,1,25,10,557.84,0.7,572.35,0.12,55.07,229.65,238.42,28.05,0.47,2.33,10.05,-5.67,2.19,3.17,33.31,0.0,81.28,1.9,252.31
2020,1,25,11,670.5,0.73,670.75,0.14,48.98,279.77,281.02,34.75,0.68,3.35,10.83,-3.93,3.45,3.6,36.31,0.0,81.24,3.6,233.93
2020,1,25,12,669.73,0.7,677.0,0.11,46.77,279.67,282.52,34.42,0.7,3.48,10.92,-2.43,4.24,4.03,40.38,0.0,81.16,3.96,225.16
2020,1,25,13,579.08,0.62,622.12,0.09,48.95,238.42,256.67,28.98,0.56,2.75,10.77,-1.46,4.65,4.33,43.81,0.0,81.08,3.95,220.75
2020,1,25,14,459.14,0.57,490.77,0.05,55.0,186.05,198.2,21.94,0.36,1.8,10.29,-0.81,4.74,4.58,47.38,0.0,81.03,3.81,218.0
2020,1,25,15,310.57,0.5,311.9,0.23,63.84,117.42,118.88,13.35,0.16,0.77,9.36,-0.35,4.5,4.7,52.0,0.0,81.01,3.48,218.26
2020,1,25,16,140.36,0.38,140.7,0.15,74.45,51.45,52.9,6.05,0.03,0.15,7.74,0.51,4.12,5.0,61.94,0.0,81.02,2.53,218.6
2020,1,25,17,27.66,0.28,23.9,0.13,85.97,9.3,9.33,1.14,0.0,0.02,4.77,0.91,2.84,5.19,78.75,0.0,81.02,1.26,217.94
2020,1,25,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.83,-0.26,1.79,4.76,76.62,0.0,81.04,0.17,294.23
2020,1,25,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.46,-0.76,1.35,4.58,76.06,0.0,81.07,0.77,30.47
2020,1,25,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.23,-1.31,0.96,4.39,74.62,0.0,81.1,1.07,34.62
2020,1,25,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.12,-1.95,0.59,4.27,72.25,0.0,81.11,1.13,35.12
2020,1,25,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.96,-2.62,0.17,4.09,70.06,0.0,81.08,1.11,32.69
2020,1,25,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.71,-3.28,-0.29,3.91,68.5,0.0,81.03,1.0,16.31
2020,1,26,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.38,-3.84,-0.73,3.78,67.69,0.0,81.0,1.03,356.07
2020,1,26,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.83,-4.34,-1.25,3.66,68.19,0.0,80.96,1.3,0.35
2020,1,26,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.42,-4.94,-1.76,3.48,67.12,0.0,80.89,1.5,7.5
2020,1,26,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.14,-5.52,-2.19,3.36,65.31,0.0,80.82,1.62,7.19
2020,1,26,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.68,-6.31,-2.82,3.11,63.19,0.0,80.8,1.83,4.91
2020,1,26,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.38,-7.06,-3.34,2.93,60.81,0.0,80.8,1.99,5.84
2020,1,26,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.05,-4.02,2.75,57.88,0.0,80.85,2.16,3.94
2020,1,26,7,30.54,0.31,27.05,0.13,85.99,10.55,10.73,1.32,0.0,0.02,0.34,-7.61,-3.63,2.87,59.0,0.0,80.93,2.38,2.07
2020,1,26,8,153.51,0.41,180.4,0.13,74.45,61.73,70.95,7.43,0.05,0.23,3.86,-4.58,-0.36,3.66,59.5,0.0,81.0,2.18,356.1
2020,1,26,9,287.41,0.46,355.73,0.03,63.79,119.1,144.17,14.41,0.19,0.92,6.57,-3.64,1.47,3.78,50.62,0.0,81.05,1.48,296.57
2020,1,26,10,421.88,0.52,525.98,0.09,54.9,177.65,218.85,21.84,0.4,1.98,8.67,-2.03,3.32,4.27,49.19,0.0,81.06,2.71,240.03
2020,1,26,11,526.34,0.57,622.45,0.09,48.77,223.23,260.15,27.68,0.59,2.92,9.55,-0.92,4.32,4.58,50.19,0.0,81.03,4.37,228.91
2020,1,26,12,396.6,0.41,552.55,0.05,46.52,163.85,220.05,18.81,0.41,2.02,9.56,0.11,4.83,4.94,53.56,0.0,80.97,5.04,223.93
2020,1,26,13,363.47,0.39,489.33,0.05,48.7,146.7,190.25,16.41,0.34,1.65,9.27,0.83,5.05,5.13,57.12,0.0,80.92,4.91,222.94
2020,1,26,14,267.56,0.33,379.52,0.02,54.77,106.23,144.65,11.55,0.2,1.0,8.76,1.28,5.01,5.31,60.81,0.0,80.89,4.44,223.72
2020,1,26,15,198.34,0.32,259.35,0.23,63.62,74.62,95.5,8.05,0.1,0.5,7.94,1.5,4.72,5.37,65.19,0.0,80.86,3.86,224.26
2020,1,26,16,98.59,0.26,127.1,0.14,74.26,37.3,48.08,4.3,0.02,0.12,6.58,1.87,4.23,5.49,73.44,0.0,80.84,2.99,225.21
2020,1,26,17,22.93,0.23,22.62,0.12,85.82,7.42,9.08,0.88,0.0,0.0,4.01,2.19,3.1,5.68,90.38,0.0,80.84,1.73,221.89
2020,1,26,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.92,1.55,2.23,5.37,92.75,0.0,80.88,1.01,231.27
2020,1,26,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.61,1.18,1.9,5.25,92.44,0.0,80.92,0.43,281.51
2020,1,26,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.23,0.74,1.49,5.13,92.38,0.0,80.94,0.59,351.66
2020,1,26,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.98,0.17,1.07,4.94,91.06,0.0,80.95,0.85,10.59
2020,1,26,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.78,-0.5,0.64,4.76,88.88,0.0,80.94,0.95,19.18
2020,1,26,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.65,-1.2,0.23,4.58,86.06,0.0,80.91,1.06,15.89
2020,1,27,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.45,-1.94,-0.24,4.33,83.25,0.0,80.87,1.24,12.37
2020,1,27,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.18,-2.74,-0.78,4.15,80.5,0.0,80.81,1.41,9.25
2020,1,27,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.87,-3.61,-1.37,3.91,77.44,0.0,80.74,1.54,5.54
2020,1,27,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.5,-4.52,-2.02,3.66,74.5,0.0,80.69,1.71,3.15
2020,1,27,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.19,-5.45,-2.63,3.42,71.12,0.0,80.66,1.86,4.34
2020,1,27,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.04,-6.37,-3.2,3.17,67.19,0.0,80.69,2.01,7.15
2020,1,27,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.24,-7.34,-3.79,2.93,62.94,0.0,80.76,2.1,10.3
2020,1,27,7,31.85,0.32,29.08,0.14,85.92,11.3,11.62,1.43,0.01,0.02,0.3,-7.01,-3.35,2.93,61.19,0.0,80.82,2.11,12.64
2020,1,27,8,165.95,0.44,203.08,0.13,74.34,66.98,82.52,7.98,0.05,0.25,4.37,-3.42,0.47,3.97,61.56,0.0,80.88,1.79,12.83
2020,1,27,9,355.28,0.57,402.23,0.11,63.65,149.6,168.73,18.04,0.23,1.17,7.8,-3.86,1.97,3.72,46.0,0.0,80.94,0.68,310.82
2020,1,27,10,514.43,0.63,569.0,0.12,54.71,218.08,241.7,27.06,0.5,2.48,9.77,-2.5,3.63,4.21,45.12,0.0,80.98,2.39,230.31
2020,1,27,11,641.71,0.69,676.77,0.13,48.55,274.2,289.62,34.53,0.74,3.67,10.57,-0.69,4.94,4.76,48.12,0.0,80.96,3.91,221.52
2020,1,27,12,612.85,0.63,653.48,0.1,46.27,258.75,274.52,31.46,0.69,3.42,10.87,0.73,5.8,5.19,51.81,0.0,80.91,4.36,217.14
2020,1,27,13,585.52,0.62,616.75,0.09,48.44,245.5,259.55,29.76,0.62,3.02,10.73,1.75,6.24,5.55,55.75,0.0,80.87,4.07,215.95
2020,1,27,14,483.39,0.59,519.6,0.09,54.52,203.02,218.48,24.15,0.44,2.15,10.33,2.29,6.31,5.74,59.12,0.0,80.83,3.48,217.33
2020,1,27,15,331.48,0.53,373.67,0.07,63.41,139.2,156.62,16.3,0.22,1.08,9.65,2.48,6.07,5.8,62.5,0.0,80.8,2.74,220.37
2020,1,27,16,173.39,0.45,198.3,0.14,74.07,71.25,81.95,8.21,0.05,0.25,8.34,2.75,5.55,5.92,69.75,0.0,80.77,2.11,225.0
2020,1,27,17,33.33,0.31,34.73,0.12,85.68,12.4,14.17,1.57,0.01,0.02,5.45,2.91,4.19,6.04,86.38,0.0,80.77,1.31,226.69
2020,1,27,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.42,2.15,3.29,5.68,87.31,0.0,80.8,0.49,291.3
2020,1,27,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.8,1.76,2.78,5.49,89.0,0.0,80.84,1.06,5.92
2020,1,27,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.23,1.14,2.19,5.31,89.12,0.0,80.88,1.44,14.11
2020,1,27,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.18,0.45,1.82,5.07,85.81,0.0,80.92,1.41,6.03
2020,1,27,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.98,-0.27,1.36,4.88,83.56,0.0,80.93,1.49,357.29
2020,1,27,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.68,-1.14,0.76,4.64,81.06,0.0,80.91,1.6,353.84
2020,1,28,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.26,-2.07,0.1,4.39,78.81,0.0,80.88,1.71,352.13
2020,1,28,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.36,-2.92,-0.28,4.15,73.75,0.0,80.84,1.8,352.01
2020,1,28,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.44,-3.68,-0.62,3.91,69.38,0.0,80.77,1.79,353.22
2020,1,28,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.26,-4.76,-1.24,3.6,64.5,0.0,80.71,1.83,357.06
2020,1,28,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.19,-5.63,-1.72,3.36,60.31,0.0,80.7,1.82,1.72
2020,1,28,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.51,-6.48,-1.98,3.11,54.88,0.0,80.73,1.71,5.24
2020,1,28,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.12,-7.1,-1.99,2.93,49.56,0.0,80.8,1.58,3.4
2020,1,28,7,49.61,0.48,46.05,0.16,85.84,17.95,18.1,1.85,0.01,0.02,4.02,-6.35,-1.17,3.05,48.94,0.0,80.88,1.45,357.23
2020,1,28,8,232.56,0.61,250.27,0.14,74.23,100.73,109.75,11.02,0.07,0.35,7.04,-2.09,2.48,4.27,55.44,0.0,80.96,1.19,336.8
2020,1,28,9,426.02,0.68,452.98,0.12,63.5,187.05,200.75,22.61,0.3,1.52,9.78,-2.72,3.53,4.03,43.5,0.0,81.03,2.13,273.79
2020,1,28,10,599.49,0.73,613.2,0.12,54.52,263.42,272.0,33.45,0.63,3.12,11.24,-2.13,4.55,4.21,41.06,0.0,81.07,3.15,250.58
2020,1,28,11,712.7,0.77,716.48,0.12,48.31,313.58,317.12,40.63,0.9,4.42,12.0,-1.22,5.39,4.46,41.56,0.0,81.06,3.83,239.2
2020,1,28,12,673.83,0.7,723.67,0.09,46.01,296.23,318.0,38.5,0.9,4.45,12.27,-0.41,5.93,4.76,43.06,0.0,81.01,4.05,234.5
2020,1,28,13,656.25,0.7,687.88,0.09,48.18,287.3,302.15,36.86,0.82,4.05,12.23,0.13,6.18,4.88,44.75,0.0,80.94,3.88,232.6
2020,1,28,14,563.64,0.69,584.65,0.09,54.28,246.38,256.95,30.8,0.59,2.88,11.87,0.37,6.12,5.0,46.5,0.0,80.89,3.55,230.63
2020,1,28,15,404.48,0.64,423.48,0.08,63.19,175.52,185.48,20.91,0.28,1.42,11.12,0.51,5.81,5.07,49.38,0.0,80.87,3.08,230.14
2020,1,28,16,222.57,0.57,227.55,0.14,73.88,94.12,97.9,10.41,0.07,0.35,9.7,1.29,5.49,5.37,57.81,0.0,80.87,2.34,227.57
2020,1,28,17,35.17,0.32,40.27,0.13,85.53,13.0,16.27,1.62,0.01,0.02,7.18,2.45,4.81,5.92,75.31,0.0,80.9,1.29,223.53
2020,1,28,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.77,1.05,3.91,5.25,69.0,0.0,80.96,0.19,296.57
2020,1,28,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.81,1.26,3.53,5.31,75.06,0.0,81.02,1.09,23.63
2020,1,28,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.55,0.88,3.21,5.19,74.69,0.0,81.09,1.25,20.81
2020,1,28,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.66,0.18,2.92,4.94,70.56,0.0,81.13,1.05,17.76
2020,1,28,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.65,-0.24,2.7,4.82,68.69,0.0,81.16,0.92,21.98
2020,1,28,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.93,-0.72,2.61,4.64,65.0,0.0,81.15,0.81,31.25
2020,1,29,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.54,-0.5,2.51,4.76,68.0,0.0,81.14,0.76,34.51
2020,1,29,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.65,0.08,2.37,4.94,75.12,0.01,81.13,1.06,35.44
2020,1,29,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.69,0.79,2.24,5.19,84.25,0.01,81.1,1.59,41.82
2020,1,29,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.23,1.23,2.23,5.31,89.56,0.01,81.07,1.84,48.27
2020,1,29,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.19,1.48,2.34,5.43,91.44,0.01,81.06,1.86,50.1
2020,1,29,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.01,1.48,2.24,5.43,92.56,0.01,81.07,1.92,50.61
2020,1,29,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.95,1.48,2.22,5.43,93.0,0.0,81.11,1.86,49.42
2020,1,29,7,37.55,0.36,34.17,0.14,85.77,13.67,13.83,1.68,0.01,0.02,3.59,2.05,2.83,5.68,92.88,0.0,81.18,1.58,47.0
2020,1,29,8,223.88,0.59,220.05,0.15,74.11,92.83,93.2,10.28,0.07,0.35,5.74,2.55,4.15,5.86,82.88,0.0,81.24,1.59,50.37
2020,1,29,9,431.42,0.69,429.0,0.12,63.34,186.05,187.48,22.03,0.31,1.55,7.82,2.5,5.16,5.8,71.31,0.0,81.29,1.03,76.91
2020,1,29,10,598.59,0.73,597.67,0.12,54.33,260.48,262.4,32.59,0.64,3.15,9.6,2.84,6.23,5.92,64.81,0.0,81.3,1.03,133.77
2020,1,29,11,677.88,0.73,700.83,0.13,48.08,297.55,309.08,38.41,0.89,4.42,11.37,3.41,7.39,6.23,60.06,0.0,81.26,1.63,180.55
2020,1,29,12,661.96,0.68,698.52,0.11,45.75,288.05,303.42,36.42,0.88,4.4,12.41,3.58,7.99,6.29,56.75,0.0,81.18,2.57,201.19
2020,1,29,13,630.85,0.67,660.5,0.09,47.91,271.8,285.92,33.95,0.77,3.83,12.52,3.58,8.05,6.29,56.5,0.0,81.11,3.16,209.48
2020,1,29,14,518.84,0.63,554.88,0.08,54.04,222.98,239.02,27.25,0.54,2.65,12.05,3.64,7.85,6.35,58.38,0.0,81.06,3.43,213.76
2020,1,29,15,365.05,0.57,392.62,0.05,62.97,154.67,167.12,18.34,0.27,1.3,11.13,3.73,7.43,6.35,62.38,0.0,81.04,3.28,216.57
2020,1,29,16,195.09,0.49,204.7,0.15,73.68,79.52,84.83,9.08,0.06,0.33,9.78,4.16,6.98,6.59,70.75,0.0,81.03,2.63,216.43
2020,1,29,17,36.08,0.32,35.55,0.13,85.38,13.4,14.58,1.7,0.01,0.02,7.18,4.58,5.87,6.84,87.25,0.0,81.03,1.63,213.46
2020,1,29,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.46,4.05,5.26,6.53,87.38,0.01,81.07,1.0,213.57
2020,1,29,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,6.37,3.98,5.18,6.47,87.75,0.02,81.13,0.4,232.22
2020,1,29,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.85,3.83,4.84,6.41,90.31,0.03,81.18,0.28,14.42
2020,1,29,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.45,3.7,4.58,6.35,92.06,0.04,81.21,0.56,34.8
2020,1,29,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.52,3.59,4.55,6.35,91.12,0.05,81.21,0.66,36.33
2020,1,29,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.49,3.34,4.42,6.23,89.94,0.05,81.18,0.81,38.75
2020,1,30,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.33,2.87,4.1,6.04,87.81,0.04,81.13,0.96,39.03
2020,1,30,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.31,2.58,3.95,5.92,86.19,0.04,81.08,0.96,37.43
2020,1,30,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.24,2.33,3.78,5.86,85.31,0.03,81.02,0.99,32.05
2020,1,30,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.05,2.05,3.55,5.74,85.06,0.03,80.97,1.14,32.38
2020,1,30,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.64,1.63,3.14,5.62,85.5,0.03,80.93,1.33,33.04
2020,1,30,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.16,1.05,2.6,5.43,85.62,0.03,80.95,1.49,31.53
2020,1,30,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.51,0.72,2.12,5.31,88.12,0.04,80.99,1.71,29.84
2020,1,30,7,34.3,0.33,41.3,0.13,85.68,12.35,16.52,1.52,0.01,0.02,3.49,1.12,2.3,5.55,91.56,0.03,81.04,1.85,28.19
2020,1,30,8,191.25,0.49,235.0,0.13,73.98,81.77,101.65,9.52,0.07,0.33,5.15,1.64,3.4,5.74,84.75,0.03,81.09,1.77,29.05
2020,1,30,9,375.8,0.59,434.7,0.12,63.18,165.0,191.33,20.31,0.29,1.42,6.44,2.75,4.59,6.04,81.44,0.04,81.15,0.42,30.41
2020,1,30,10,537.11,0.66,595.08,0.12,54.13,236.85,262.95,30.05,0.59,2.88,7.43,4.01,5.72,6.53,82.25,0.03,81.18,2.56,206.25
2020,1,30,11,646.25,0.69,697.75,0.13,47.84,283.98,308.42,36.59,0.82,4.05,8.04,4.52,6.28,6.77,81.62,0.03,81.15,3.85,209.27
2020,1,30,12,510.28,0.52,660.1,0.07,45.48,224.92,284.62,28.26,0.66,3.33,8.57,4.5,6.54,6.77,78.62,0.02,81.06,4.14,211.8
2020,1,30,13,408.09,0.43,628.3,0.06,47.65,181.4,269.62,23.1,0.53,2.67,8.65,4.16,6.4,6.59,76.31,0.02,80.98,4.04,213.81
2020,1,30,14,323.79,0.39,530.8,0.05,53.79,142.33,226.9,18.3,0.37,1.83,8.44,3.76,6.1,6.41,75.25,0.02,80.92,3.62,215.34
2020,1,30,15,193.77,0.3,380.0,0.03,62.75,85.3,161.08,10.84,0.16,0.77,8.05,3.35,5.7,6.29,75.25,0.01,80.87,3.2,217.65
2020,1,30,16,104.7,0.27,201.48,0.13,73.48,43.67,83.25,5.38,0.04,0.2,7.18,3.25,5.22,6.23,79.69,0.02,80.86,2.63,220.07
2020,1,30,17,30.4,0.26,36.7,0.12,85.23,11.02,15.1,1.44,0.01,0.02,5.53,3.86,4.69,6.59,94.12,0.02,80.86,1.64,219.0
2020,1,30,18,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.79,3.94,4.36,6.59,99.19,0.01,80.89,1.18,219.61
2020,1,30,19,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.57,3.89,4.23,6.53,100.0,0.01,80.93,0.96,223.68
2020,1,30,20,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.22,3.66,3.94,6.41,100.0,0.01,80.96,0.83,236.91
2020,1,30,21,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.87,3.34,3.61,6.29,100.0,0.01,80.97,0.67,265.96
2020,1,30,22,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.49,2.85,3.17,6.1,100.0,0.0,80.96,0.66,306.33
2020,1,30,23,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.19,2.23,2.71,5.92,99.94,0.0,80.93,0.79,329.62
2020,1,31,0,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.82,1.48,2.15,5.68,98.69,0.0,80.9,0.95,340.38
2020,1,31,1,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.55,0.72,1.64,5.49,96.69,0.0,80.86,1.2,350.6
2020,1,31,2,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.91,-0.19,0.86,5.19,95.5,0.0,80.8,1.45,351.65
2020,1,31,3,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.15,-1.25,-0.05,4.82,93.81,0.0,80.75,1.78,354.46
2020,1,31,4,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.58,-1.04,4.33,89.06,0.0,80.72,2.19,0.0
2020,1,31,5,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.05,-4.02,-1.99,3.91,82.62,0.0,80.73,2.5,2.51
2020,1,31,6,0.0,-999.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.35,-5.42,-2.88,3.54,76.75,0.0,80.78,2.82,3.34
2020,1,31,7,48.19,0.45,45.2,0.15,85.59,17.08,17.33,1.94,0.01,0.02,0.51,-4.95,-2.22,3.72,75.56,0.0,80.85,3.02,4.44
2020,1,31,8,219.83,0.56,251.4,0.14,73.84,91.7,104.75,10.58,0.08,0.38,5.13,-4.13,0.5,3.91,57.19,0.0,80.93,2.83,355.56
