YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M
2014,1,1,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.95,-15.14,-15.55,1.89,100.0,0.0,55.21,2.16,252.74
2014,1,1,7,23.08,25.85,0.41,0.19,87.75,6.88,8.8,0.88,0.0,0.02,-16.6,-17.45,-17.02,1.53,95.88,0.0,55.24,2.34,252.9
2014,1,1,8,205.63,219.15,0.67,0.23,77.37,82.58,89.98,9.25,0.05,0.23,-13.99,-17.66,-15.82,1.53,73.88,0.0,55.26,2.49,245.69
2014,1,1,9,386.94,424.8,0.71,0.13,67.34,159.23,177.88,20.11,0.24,1.2,-10.85,-20.3,-15.57,1.16,42.81,0.0,55.29,4.26,237.36
2014,1,1,10,530.83,589.75,0.73,0.13,59.13,220.27,247.15,29.64,0.53,2.62,-8.95,-20.92,-14.94,1.1,33.69,0.0,55.3,5.89,234.18
2014,1,1,11,632.02,695.4,0.76,0.12,53.62,263.3,290.8,36.25,0.77,3.83,-7.67,-20.08,-13.87,1.16,32.94,0.0,55.26,6.94,234.16
2014,1,1,12,647.38,715.27,0.74,0.12,51.67,270.25,299.35,37.14,0.84,4.12,-6.92,-19.37,-13.14,1.28,33.19,0.0,55.2,7.54,234.07
2014,1,1,13,613.31,684.27,0.73,0.12,53.68,254.23,284.02,34.8,0.74,3.67,-6.6,-18.77,-12.68,1.34,34.31,0.0,55.14,7.78,234.19
2014,1,1,14,508.77,578.2,0.7,0.12,59.25,209.65,239.6,27.95,0.5,2.45,-6.81,-18.32,-12.56,1.4,36.62,0.0,55.11,7.64,235.58
2014,1,1,15,365.02,413.55,0.68,0.11,67.49,148.17,169.92,18.62,0.23,1.12,-7.54,-18.09,-12.81,1.46,39.94,0.01,55.11,7.02,238.66
2014,1,1,16,181.0,209.1,0.59,0.23,77.55,71.35,83.12,8.26,0.04,0.2,-8.94,-18.06,-13.5,1.46,45.12,0.01,55.12,5.84,242.17
2014,1,1,17,19.65,22.77,0.38,0.18,87.87,5.65,7.52,0.75,0.0,0.02,-12.06,-17.0,-14.53,1.59,65.88,0.0,55.14,3.54,246.04
2014,1,1,18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-13.9,-17.52,-15.71,1.53,73.56,0.0,55.18,2.93,254.7
2014,1,1,19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-14.65,-18.83,-16.74,1.34,68.69,0.0,55.22,2.5,265.52
2014,1,1,20,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.39,-20.3,-17.85,1.16,63.31,0.0,55.26,2.47,270.91
2014,1,1,21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.9,-22.24,-19.06,0.92,55.06,0.0,55.27,2.68,268.33
2014,1,1,22,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.31,-24.25,-20.27,0.79,46.94,0.0,55.28,2.81,265.38
2014,1,1,23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.64,-25.75,-21.2,0.67,41.62,0.0,55.27,2.84,265.42
2014,1,2,0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.89,-26.63,-21.76,0.61,38.88,0.0,55.25,2.89,266.9
2014,1,2,1,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.06,-27.37,-22.22,0.55,36.62,0.01,55.24,2.95,268.64
2014,1,2,2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.29,-28.02,-22.66,0.55,35.0,0.01,55.22,3.03,269.85
2014,1,2,3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.57,-28.33,-22.95,0.49,34.81,0.01,55.2,3.07,273.65
2014,1,2,4,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.73,-28.56,-23.14,0.49,34.56,0.0,55.18,2.98,278.28
2014,1,2,5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.73,-28.81,-23.27,0.49,33.69,0.0,55.19,2.82,281.65
2014,1,2,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.65,-29.06,-23.35,0.49,32.62,0.0,55.22,2.62,283.29
2014,1,2,7,23.55,27.27,0.43,0.2,87.78,6.9,8.8,0.88,0.0,0.02,-17.37,-28.7,-23.04,0.49,33.0,0.0,55.26,2.44,283.9
2014,1,2,8,228.02,226.67,0.74,0.23,77.4,89.08,90.48,9.72,0.05,0.25,-14.62,-23.31,-18.96,0.85,45.25,0.0,55.32,2.15,283.88
2014,1,2,9,425.36,435.45,0.78,0.12,67.34,171.33,178.6,21.36,0.27,1.33,-10.55,-22.51,-16.52,0.92,33.19,0.0,55.38,2.9,272.16
2014,1,2,10,571.57,600.48,0.79,0.12,59.11,234.05,248.08,31.27,0.57,2.83,-8.24,-22.66,-15.45,0.92,26.38,0.0,55.42,4.46,264.98
2014,1,2,11,675.4,705.65,0.8,0.12,53.56,278.02,292.0,38.25,0.84,4.17,-6.57,-20.91,-13.74,1.04,27.0,0.0,55.4,5.43,260.65
2014,1,2,12,715.23,722.7,0.82,0.11,51.59,296.12,301.73,40.41,0.93,4.6,-5.55,-19.78,-12.67,1.22,27.69,0.0,55.34,6.11,257.37
2014,1,2,13,676.72,691.05,0.81,0.11,53.57,278.33,286.08,37.67,0.82,4.08,-5.24,-19.04,-12.14,1.28,29.06,0.0,55.3,6.46,256.65
2014,1,2,14,558.38,584.4,0.77,0.11,59.12,228.62,241.25,30.17,0.55,2.73,-5.5,-18.76,-12.13,1.34,30.56,0.0,55.28,6.41,258.18
2014,1,2,15,402.34,417.75,0.74,0.1,67.35,161.92,171.12,20.0,0.25,1.23,-6.25,-18.88,-12.57,1.28,32.19,0.0,55.27,5.97,261.95
2014,1,2,16,198.87,211.3,0.65,0.23,77.41,77.6,84.02,8.7,0.05,0.23,-7.76,-19.2,-13.48,1.28,35.56,0.0,55.28,4.96,268.11
2014,1,2,17,19.63,23.38,0.36,0.18,87.79,5.62,7.85,0.73,0.0,0.02,-11.47,-17.85,-14.66,1.46,57.12,0.0,55.3,3.02,277.13
2014,1,2,18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-13.63,-19.51,-16.57,1.22,58.31,0.0,55.34,2.93,291.09
2014,1,2,19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-14.67,-21.52,-18.1,1.04,52.62,0.0,55.39,3.04,299.85
2014,1,2,20,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.35,-23.52,-19.43,0.85,46.12,0.0,55.42,3.11,303.53
2014,1,2,21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.74,-25.34,-20.54,0.67,40.06,0.0,55.44,3.14,304.05
2014,1,2,22,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.97,-26.77,-21.37,0.61,35.5,0.0,55.44,3.13,304.01
2014,1,2,23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.12,-27.71,-21.92,0.55,32.75,0.0,55.41,3.14,303.65
2014,1,3,0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.17,-28.27,-22.22,0.49,31.12,0.0,55.39,3.17,303.02
2014,1,3,1,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.11,-28.67,-22.39,0.49,29.69,0.0,55.39,3.14,302.5
2014,1,3,2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.88,-29.13,-22.51,0.49,27.75,0.0,55.37,3.03,302.91
2014,1,3,3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.51,-29.74,-22.63,0.43,25.12,0.0,55.35,2.79,305.78
2014,1,3,4,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.19,-30.4,-22.79,0.43,22.81,0.0,55.34,2.54,307.26
2014,1,3,5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-14.91,-31.08,-22.99,0.37,20.69,0.0,55.35,2.33,305.02
2014,1,3,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-14.77,-31.65,-23.21,0.37,19.19,0.0,55.39,1.95,304.71
2014,1,3,7,23.61,24.52,0.44,0.19,87.8,6.98,8.05,0.91,0.0,0.02,-14.75,-31.49,-23.12,0.37,19.44,0.0,55.44,1.73,303.05
2014,1,3,8,220.77,218.35,0.72,0.23,77.43,84.92,85.92,9.3,0.05,0.25,-12.43,-26.41,-19.42,0.67,27.38,0.0,55.5,1.58,295.55
2014,1,3,9,422.97,426.25,0.78,0.11,67.35,168.8,173.4,20.84,0.27,1.35,-8.92,-21.09,-15.0,1.1,33.38,0.0,55.56,1.77,272.79
2014,1,3,10,534.45,592.15,0.74,0.11,59.09,217.23,243.17,28.98,0.55,2.73,-5.74,-24.51,-15.13,0.73,17.81,0.0,55.59,3.4,253.6
2014,1,3,11,685.25,698.4,0.82,0.11,53.51,280.0,287.52,37.95,0.85,4.23,-3.98,-22.92,-13.45,0.85,17.94,0.0,55.54,4.24,244.43
2014,1,3,12,657.29,704.65,0.75,0.09,51.49,268.67,288.98,36.02,0.85,4.23,-2.9,-20.75,-11.82,1.1,20.19,0.0,55.47,4.96,237.29
2014,1,3,13,626.78,671.52,0.75,0.09,53.45,255.27,274.23,34.12,0.77,3.83,-2.39,-19.34,-10.87,1.22,22.19,0.0,55.41,5.51,233.13
2014,1,3,14,520.61,564.35,0.72,0.09,58.98,210.98,230.35,27.48,0.52,2.58,-2.51,-18.69,-10.6,1.34,23.94,0.0,55.37,5.63,231.19
2014,1,3,15,373.98,398.58,0.69,0.08,67.21,149.48,161.38,18.33,0.24,1.2,-3.27,-18.27,-10.77,1.4,26.62,0.0,55.34,5.21,231.09
2014,1,3,16,181.64,196.5,0.59,0.23,77.27,70.23,77.2,8.05,0.05,0.23,-4.99,-17.04,-11.01,1.59,35.25,0.0,55.33,3.72,231.13
2014,1,3,17,17.27,21.0,0.3,0.16,87.7,4.95,7.42,0.66,0.0,0.02,-8.75,-15.42,-12.09,1.89,57.31,0.0,55.35,2.2,231.79
2014,1,3,18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-9.97,-17.96,-13.96,1.46,49.19,0.0,55.37,1.77,237.65
2014,1,3,19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-10.85,-19.12,-14.98,1.28,47.31,0.0,55.4,1.57,243.05
2014,1,3,20,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-11.59,-20.86,-16.22,1.1,43.06,0.0,55.42,1.68,239.86
2014,1,3,21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-12.31,-22.67,-17.49,0.92,39.06,0.0,55.42,2.0,234.38
2014,1,3,22,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-13.1,-24.05,-18.57,0.79,36.69,0.0,55.4,2.28,232.38
2014,1,3,23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-13.86,-25.42,-19.63,0.73,34.06,0.0,55.38,2.2,233.54
2014,1,4,0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-13.99,-27.24,-20.62,0.61,29.0,0.0,55.34,1.97,236.5
2014,1,4,1,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-14.54,-28.39,-21.46,0.55,27.31,0.0,55.3,1.9,239.0
2014,1,4,2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.24,-29.17,-22.2,0.49,26.94,0.0,55.26,1.93,242.3
2014,1,4,3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.35,-30.35,-22.85,0.43,24.44,0.0,55.23,1.73,247.14
2014,1,4,4,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.33,-31.12,-23.23,0.43,22.69,0.0,55.2,1.55,245.51
2014,1,4,5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.48,-31.41,-23.44,0.43,22.38,0.0,55.19,1.48,236.81
2014,1,4,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.71,-31.32,-23.52,0.43,23.0,0.0,55.21,1.63,228.12
2014,1,4,7,21.71,22.77,0.41,0.17,87.82,6.52,7.67,0.88,0.0,0.02,-15.8,-30.49,-23.15,0.43,25.19,0.0,55.23,1.77,221.59
2014,1,4,8,205.48,212.0,0.67,0.2,77.45,79.9,84.0,8.93,0.05,0.25,-14.08,-24.97,-19.52,0.79,38.5,0.0,55.27,1.8,216.87
2014,1,4,9,407.74,420.95,0.75,0.16,67.34,164.3,172.62,20.48,0.28,1.38,-10.85,-22.27,-16.56,0.98,35.69,0.0,55.31,3.49,211.84
2014,1,4,10,575.26,587.65,0.8,0.16,59.05,235.4,243.12,31.22,0.61,3.0,-8.7,-21.87,-15.29,0.98,30.0,0.0,55.3,6.02,213.3
2014,1,4,11,638.2,690.73,0.76,0.12,53.44,264.02,286.77,36.19,0.85,4.25,-7.59,-20.71,-14.15,1.1,30.19,0.0,55.25,7.69,216.9
2014,1,4,12,683.46,691.15,0.78,0.15,51.39,279.23,284.75,37.22,0.9,4.48,-7.25,-19.65,-13.45,1.22,32.44,0.0,55.19,8.38,219.09
2014,1,4,13,611.3,658.62,0.73,0.09,53.32,249.95,269.52,33.15,0.77,3.83,-7.29,-18.78,-13.04,1.34,35.62,0.0,55.11,8.55,219.4
2014,1,4,14,521.8,559.02,0.72,0.09,58.84,211.62,227.98,27.59,0.54,2.67,-7.74,-18.19,-12.97,1.4,39.44,0.0,55.07,8.66,221.34
2014,1,4,15,373.05,400.4,0.68,0.07,67.07,148.85,161.62,18.35,0.26,1.25,-8.71,-18.13,-13.42,1.4,43.31,0.0,55.03,7.78,223.41
2014,1,4,16,186.96,203.48,0.59,0.23,77.12,71.88,79.65,8.32,0.05,0.25,-10.27,-18.18,-14.23,1.4,49.81,0.0,55.03,6.54,225.87
2014,1,4,17,21.09,23.35,0.36,0.17,87.61,6.23,8.12,0.84,0.0,0.02,-13.35,-17.86,-15.6,1.46,68.38,0.0,55.04,3.81,227.83
2014,1,4,18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.37,-18.22,-16.8,1.46,79.56,0.0,55.06,2.55,230.71
2014,1,4,19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-15.99,-19.74,-17.86,1.22,73.19,0.0,55.07,2.15,235.21
2014,1,4,20,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.64,-21.77,-19.2,1.04,65.62,0.0,55.07,2.05,236.37
2014,1,4,21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.35,-24.04,-20.69,0.85,58.12,0.0,55.07,2.02,231.27
2014,1,4,22,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.92,-26.09,-22.0,0.73,51.31,0.0,55.06,1.99,230.11
2014,1,4,23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.99,-28.06,-23.02,0.61,42.94,0.0,55.02,1.83,233.52
2014,1,5,0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-18.02,-29.88,-23.95,0.49,36.06,0.0,54.97,1.71,234.86
2014,1,5,1,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-18.18,-31.29,-24.74,0.43,31.38,0.0,54.94,1.75,227.54
2014,1,5,2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-18.47,-29.23,-23.85,0.49,36.81,0.0,54.9,2.24,229.38
2014,1,5,3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.9,-26.04,-21.97,0.67,46.12,0.0,54.87,2.55,233.34
2014,1,5,4,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.48,-23.33,-20.41,0.85,57.31,0.0,54.85,2.45,236.06
2014,1,5,5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.47,-21.33,-19.4,1.04,69.19,0.0,54.87,2.26,238.56
2014,1,5,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.77,-20.17,-18.96,1.16,79.56,0.0,54.89,2.45,239.26
2014,1,5,7,21.16,22.65,0.4,0.18,87.84,6.5,7.88,0.86,0.0,0.02,-17.86,-19.44,-18.65,1.22,86.56,0.0,54.91,2.67,238.03
2014,1,5,8,211.7,209.77,0.7,0.23,77.46,83.83,84.98,9.19,0.05,0.27,-15.27,-17.8,-16.53,1.46,80.69,0.0,54.95,3.5,232.8
2014,1,5,9,418.16,415.67,0.77,0.1,67.34,169.67,172.08,20.7,0.29,1.42,-12.79,-18.08,-15.44,1.4,62.44,0.0,54.99,5.59,232.55
2014,1,5,10,577.1,581.4,0.8,0.1,59.02,237.02,241.67,30.96,0.61,3.02,-11.0,-19.54,-15.27,1.22,45.62,0.0,54.99,6.87,232.02
2014,1,5,11,679.13,688.6,0.81,0.1,53.37,279.85,285.85,37.62,0.89,4.45,-9.7,-20.45,-15.07,1.1,37.0,0.0,54.91,8.04,230.96
2014,1,5,12,644.66,688.8,0.73,0.07,51.28,262.4,281.25,34.7,0.85,4.27,-8.99,-20.85,-14.92,1.1,33.56,0.0,54.84,8.89,230.95
2014,1,5,13,597.55,663.4,0.71,0.07,53.19,240.6,267.12,32.07,0.77,3.85,-8.84,-20.78,-14.81,1.1,33.25,0.0,54.79,9.16,231.89
2014,1,5,14,471.39,559.02,0.65,0.06,58.7,188.25,224.48,24.62,0.5,2.48,-9.13,-20.41,-14.77,1.16,35.44,0.0,54.74,8.88,233.15
2014,1,5,15,345.45,397.65,0.62,0.05,66.91,136.27,157.83,16.86,0.25,1.23,-9.95,-20.19,-15.07,1.16,38.94,0.0,54.71,8.35,234.67
2014,1,5,16,173.37,201.52,0.55,0.22,76.98,66.12,77.5,7.91,0.05,0.27,-11.45,-20.06,-15.75,1.16,45.31,0.0,54.7,7.19,235.72
2014,1,5,17,17.65,23.7,0.29,0.16,87.52,5.1,8.27,0.72,0.0,0.02,-14.29,-19.37,-16.83,1.28,63.25,0.0,54.69,4.45,237.9
2014,1,5,18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.4,-19.07,-17.74,1.28,78.81,0.0,54.71,3.17,240.03
2014,1,5,19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.38,-20.42,-18.9,1.16,75.44,0.0,54.73,2.93,242.0
2014,1,5,20,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-18.01,-22.17,-20.09,0.98,67.75,0.0,54.73,2.74,241.39
2014,1,5,21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-18.67,-23.77,-21.22,0.85,62.0,0.0,54.72,2.59,236.69
2014,1,5,22,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-19.52,-24.42,-21.97,0.79,62.81,0.0,54.7,2.79,231.14
2014,1,5,23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.3,-23.95,-22.12,0.79,70.38,0.0,54.68,3.0,228.59
2014,1,6,0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.77,-23.08,-21.92,0.85,80.81,0.0,54.65,3.02,227.41
2014,1,6,1,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.93,-22.45,-21.69,0.98,88.44,0.0,54.64,2.86,227.1
2014,1,6,2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.85,-22.62,-21.74,0.92,86.62,0.0,54.63,2.61,230.46
2014,1,6,3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.95,-23.46,-22.2,0.85,80.81,0.0,54.6,2.45,234.99
2014,1,6,4,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.3,-25.09,-23.19,0.73,72.25,0.0,54.57,2.41,241.94
2014,1,6,5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.59,-27.12,-24.35,0.61,62.44,0.0,54.56,2.29,248.96
2014,1,6,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.7,-29.48,-25.59,0.55,52.88,0.0,54.57,2.29,252.74
2014,1,6,7,18.74,24.25,0.36,0.18,87.86,5.33,8.0,0.7,0.0,0.02,-21.45,-30.39,-25.92,0.49,47.25,0.0,54.6,2.33,250.84
2014,1,6,8,216.35,219.6,0.71,0.23,77.47,83.2,86.25,9.27,0.05,0.27,-18.56,-26.21,-22.38,0.67,50.25,0.0,54.66,2.57,244.21
2014,1,6,9,415.2,431.08,0.77,0.09,67.32,164.35,173.85,20.31,0.29,1.4,-15.02,-29.31,-22.17,0.49,25.75,0.0,54.73,4.36,235.88
2014,1,6,10,536.84,600.5,0.74,0.09,58.97,216.65,243.83,29.09,0.59,2.92,-12.95,-28.0,-20.48,0.55,23.69,0.0,54.76,6.43,231.42
2014,1,6,11,648.59,707.88,0.77,0.09,53.29,262.62,288.15,35.71,0.85,4.25,-11.75,-25.71,-18.74,0.67,26.56,0.0,54.71,8.09,229.31
2014,1,6,12,597.95,700.55,0.68,0.06,51.17,242.27,284.38,32.23,0.8,4.02,-11.27,-23.38,-17.32,0.85,32.12,0.0,54.66,8.86,228.89
2014,1,6,13,570.37,665.75,0.67,0.06,53.05,230.3,267.6,30.43,0.73,3.62,-11.26,-21.03,-16.14,1.1,40.62,0.0,54.6,9.07,229.75
2014,1,6,14,459.84,554.15,0.62,0.05,58.55,183.92,222.23,23.97,0.49,2.42,-11.67,-19.2,-15.43,1.28,51.12,0.0,54.57,8.82,231.08
2014,1,6,15,300.27,385.55,0.54,0.02,66.77,119.62,152.77,14.78,0.22,1.08,-12.56,-18.23,-15.39,1.46,61.19,0.0,54.57,8.28,233.64
2014,1,6,16,150.99,188.4,0.47,0.21,76.82,57.77,72.08,7.02,0.05,0.25,-13.86,-17.99,-15.92,1.46,70.19,0.0,54.57,7.26,236.94
2014,1,6,17,16.2,21.48,0.26,0.15,87.41,4.65,7.88,0.66,0.0,0.02,-15.77,-17.83,-16.8,1.46,84.69,0.0,54.58,5.38,238.41
2014,1,6,18,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-16.51,-17.88,-17.2,1.46,90.31,0.0,54.62,4.49,244.9
2014,1,6,19,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-17.74,-19.28,-18.51,1.28,87.75,0.0,54.65,3.91,255.44
2014,1,6,20,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-19.03,-21.1,-20.06,1.04,82.62,0.0,54.68,3.8,264.57
2014,1,6,21,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-19.93,-23.12,-21.52,0.85,73.62,0.0,54.69,3.98,265.05
2014,1,6,22,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.58,-25.07,-22.83,0.73,64.56,0.0,54.69,4.4,267.05
2014,1,6,23,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.14,-26.56,-23.85,0.61,58.69,0.0,54.68,4.63,270.48
2014,1,7,0,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.6,-27.45,-24.52,0.55,56.19,0.0,54.66,4.71,276.09
2014,1,7,1,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.86,-28.03,-24.95,0.55,54.38,0.0,54.66,4.7,279.76
2014,1,7,2,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.72,-28.44,-25.08,0.49,51.5,0.0,54.65,4.62,280.82
2014,1,7,3,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-21.13,-28.35,-24.74,0.49,49.12,0.0,54.64,4.43,280.58
2014,1,7,4,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-20.2,-27.77,-23.99,0.55,47.5,0.0,54.64,4.25,282.09
2014,1,7,5,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-19.63,-27.84,-23.73,0.55,44.69,0.0,54.66,4.03,286.22
2014,1,7,6,0.0,0.0,-999.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-19.17,-28.74,-23.95,0.49,39.5,0.0,54.71,3.75,289.12
2014,1,7,7,20.88,21.5,0.4,0.17,87.87,6.38,7.38,0.87,0.0,0.02,-18.53,-29.33,-23.93,0.49,35.31,0.0,54.77,3.41,290.22
2014,1,7,8,197.25,208.73,0.65,0.12,77.47,76.48,82.4,8.54,0.05,0.25,-15.4,-24.01,-19.7,0.79,45.06,0.0,54.85,3.05,289.59
2014,1,7,9,409.22,418.75,0.76,0.09,67.3,164.5,171.35,20.32,0.28,1.38,-11.0,-23.77,-17.39,0.85,30.75,0.0,54.93,3.64,279.89
2014,1,7,10,570.77,586.62,0.79,0.09,58.92,233.42,242.58,30.74,0.6,2.95,-8.26,-24.69,-16.48,0.73,21.75,0.0,54.98,5.16,266.96
2014,1,7,11,678.14,694.08,0.8,0.11,53.2,280.02,288.45,38.02,0.89,4.42,-6.39,-22.45,-14.42,0.92,22.94,0.0,54.96,6.86,259.23
2014,1,7,12,710.73,729.65,0.8,0.12,51.05,294.33,304.23,40.46,1.0,5.0,-5.63,-20.54,-13.09,1.1,25.88,0.0,54.93,7.77,253.83
2014,1,7,13,646.64,696.92,0.77,0.1,52.91,267.35,289.7,36.87,0.88,4.42,-5.68,-19.06,-12.37,1.28,30.12,0.0,54.9,8.01,251.16
2014,1,7,14,536.76,589.9,0.73,0.09,58.39,222.7,245.52,29.9,0.61,3.0,-6.31,-18.16,-12.23,1.4,34.88,0.0,54.87,7.77,249.81
