Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,55.342116560798196,55.277872326112664,104.73188495551533,58.89231351157139,64.18731775812539
Mustang,52.432338273666076,53.76897958025873,95.77481689678055,54.428528197155835,60.238198940228926
Nuwakot,55.2682761747348,56.05647705254538,85.42669950946429,58.79772979165509,63.12330633887454
Taplejung,49.13052990290925,50.51185495832862,74.15916845247304,53.273290220242984,53.73650805260757
