Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,42.7579415738914,36.21482061965812,82.9948141025641,41.221154175595046,38.630263602328974
Mustang,38.245421988017156,33.28268714896215,68.84635836385836,35.577896711022866,37.72791093094027
Nuwakot,44.11316899267315,34.47365802808303,68.23017277167277,37.26855105935945,36.47914782606047
Taplejung,35.585873187821534,31.338448214285716,52.64151404151404,32.61801960843387,31.790882062746785
