Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,78.76594706596283,75.16981669913486,135.1874380632611,78.94992868314382,74.06293638482194
Mustang,69.60328258379255,65.31477307052761,116.49424167231221,69.46520540296336,69.49537000401382
Nuwakot,80.70808638945672,68.56222576668894,113.84576294969563,73.72740586697068,68.63560181944462
Taplejung,64.61849552251576,60.88558050801341,90.76775300326264,60.79463397253834,59.366881009166796
