Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,0.04031110194710356,0.5584671927489386,-4.943727451353236,3.099653596158731,-1.153997625585608
Mustang,0.14837401044615872,0.12532399061925398,-2.452997528047157,3.0674625671095,4.29380769269317
Nuwakot,-0.32056218282010696,0.25239390251631744,-3.542189769918236,3.2810165945285403,-0.7774568372397034
Taplejung,-0.17267349814749738,-0.49710373328262925,-0.9219233060784684,3.4431680592083995,0.23541485553656086
