Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,0.9183932126965796,0.9256747694799577,0.7596069221111289,0.9180115329403784,0.9278475411853009
Mustang,0.9292144407270911,0.9376684296680614,0.8017130461484621,0.9294950072616109,0.9294337617293424
Nuwakot,0.9137377587128664,0.937747549274451,0.8283592587759568,0.9280145797901614,0.9376142314501394
Taplejung,0.9266925905451397,0.9349176703669113,0.8553570213286716,0.9351119558332648,0.9381239397838215
