Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,0.9571565139089586,0.9572559264196709,0.8465626420154004,0.9514833838798405,0.9423669335295652
Mustang,0.9580358848277711,0.955869057009867,0.8599825128852273,0.954779766576009,0.944610993515036
Nuwakot,0.9561286964329206,0.9548684445467337,0.8951868059079414,0.9503465056825022,0.9427720514200966
Taplejung,0.95655280326818,0.9540753876750255,0.9010106285340505,0.9489168224365208,0.948024611219039
