Model,MAE,RMSE,MBE,R2
XGBoost,29.065548366498987,55.342116560798196,0.04031110194710356,0.9571565139089586
Random Forest,25.5150140267478,55.277872326112664,0.5584671927489386,0.9572559264196709
KNN,61.30927704886861,104.73188495551533,-4.943727451353236,0.8465626420154004
LSTM,29.77801145285627,58.89231351157139,3.099653596158731,0.9514833838798405
ANN-MLP,33.078902005888764,64.18731775812539,-1.153997625585608,0.9423669335295652
