Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,0.9571565139089586,0.9572559264196709,0.8465626420154004,0.954097013323486,0.9423721792256351
Mustang,0.9580358848277711,0.955869057009867,0.8599825128852273,0.9534079600919069,0.9443967413832917
Nuwakot,0.9561286964329206,0.9548684445467337,0.8951868059079414,0.9487282583141083,0.9437885614988798
Taplejung,0.95655280326818,0.9540753876750255,0.9010106285340505,0.9510816643343903,0.9475068689519416
