Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,55.342116560798196,55.277872326112664,104.73188495551533,57.28406594008307,64.18439656337432
Mustang,52.432338273666076,53.76897958025873,95.77481689678055,55.247935431938615,60.354591224009674
Nuwakot,55.2682761747348,56.05647705254538,85.42669950946429,59.74818057397783,62.56018139592275
Taplejung,49.13052990290925,50.51185495832862,74.15916845247304,52.132242219614476,54.00348748412702
