Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,0.04031110194710356,0.5584671927489386,-4.943727451353236,1.7298762934898673,-2.664992638685755
Mustang,0.14837401044615872,0.1253239906192544,-2.452997528047157,4.729820372976866,4.679437211877744
Nuwakot,-0.32056218282010696,0.25239390251631755,-3.542189769918236,4.512939626922578,0.3474619844019198
Taplejung,-0.17267349814749738,-0.497103733282629,-0.9219233060784684,4.188455723880807,0.6665581890605372
