Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,29.065548366498987,25.5150140267478,61.30927704886861,28.728167394493415,32.88316313449637
Mustang,28.651902712266963,26.761617988210688,54.09024618114977,29.048588197884275,33.78079290634856
Nuwakot,29.052708164517338,26.988391392533433,48.35227964758826,30.497891316314444,32.52238994518538
Taplejung,26.706040748254424,25.21274967357546,41.832692146795964,26.919108830116667,28.85107550827278
