Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,0.9183932126965796,0.9256747694799577,0.7596069221111289,0.9211375711482849,0.9285203969330181
Mustang,0.9292144407270911,0.9376684296680614,0.8017130461484621,0.9314185496522387,0.9336048755265267
Nuwakot,0.9137377587128664,0.937747549274451,0.8283592587759568,0.9286919311123029,0.9373183414388935
Taplejung,0.9266925905451397,0.9349176703669113,0.8553570213286716,0.9314725166761537,0.939632860115797
