Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,42.7579415738914,36.21482061965812,82.9948141025641,39.996201847787304,38.63997445387536
Mustang,38.245421988017156,33.28268714896215,68.84635836385836,35.17645926673771,37.60767971722198
Nuwakot,44.11316899267315,34.47365802808303,68.23017277167277,38.08046296740627,36.76329985789436
Taplejung,35.585873187821534,31.338448214285716,52.64151404151404,32.74682586310984,31.72015657108382
