Region,XGBoost,Random Forest,KNN,LSTM,ANN-MLP
Dhangadhi,78.76594706596283,75.16981669913486,135.1874380632611,77.43020928306018,73.71679157708286
Mustang,69.60328258379255,65.3147730705276,116.49424167231221,68.5110653317842,67.41017938513596
Nuwakot,80.70808638945672,68.56222576668894,113.84576294969563,73.37971470572134,68.79817547972229
Taplejung,64.61849552251576,60.88558050801341,90.76775300326264,62.476299382033446,58.638547761783144
