Model,MAE,RMSE,MBE,R2
XGBoost,38.245421988017156,69.60328258379255,0.4239303828154546,0.9292144407270911
Random Forest,33.28268714896215,65.31477307052761,2.807737393162389,0.9376684296680614
KNN,68.84635836385836,116.49424167231221,-5.993936507936508,0.8017130461484621
LSTM,35.577896711022866,69.46520540296336,3.115981292302502,0.9294950072616109
ANN-MLP,37.72791093094027,69.49537000401382,2.930848740691704,0.9294337617293424
